0	-8.500	-0.000	0.000
0	-8.500	-0.000	0.001
0	-8.499	-0.000	0.001
0	-8.499	-0.000	0.002
0	-8.499	-0.000	0.002
0	-8.499	-0.000	0.003
0	-8.498	-0.000	0.003
0	-8.498	-0.000	0.004
0	-8.498	-0.000	0.004
0	-8.498	-0.000	0.005
0	-8.497	-0.000	0.005
0	-8.497	-0.000	0.005
0	-8.497	-0.000	0.006
0	-8.497	-0.000	0.006
0	-8.496	-0.000	0.007
0	-8.496	-0.000	0.007
0	-8.496	-0.000	0.008
0	-8.496	-0.000	0.008
0	-8.495	0.000	0.009
0	-8.495	0.000	0.009
0	-8.495	0.000	0.009
0	-8.495	0.000	0.010
0	-8.494	0.000	0.010
0	-8.494	0.000	0.011
0	-8.494	0.000	0.011
0	-8.494	0.000	0.012
0	-8.493	0.000	0.012
0	-8.493	0.000	0.013
0	-8.493	0.000	0.013
0	-8.493	0.000	0.014
0	-8.492	0.000	0.014
0	-8.492	0.000	0.015
0	-8.492	0.000	0.015
0	-8.492	0.000	0.016
0	-8.491	0.000	0.016
0	-8.491	0.001	0.017
0	-8.491	0.001	0.017
0	-8.491	0.001	0.018
0	-8.490	0.001	0.018
0	-8.490	0.001	0.019
0	-8.490	0.001	0.019
0	-8.490	0.001	0.020
0	-8.490	0.001	0.020
0	-8.489	0.001	0.021
0	-8.489	0.001	0.021
0	-8.489	0.001	0.022
0	-8.489	0.001	0.022
0	-8.488	0.001	0.023
0	-8.488	0.001	0.023
0	-8.488	0.001	0.023
0	-8.488	0.001	0.024
0	-8.488	0.001	0.024
0	-8.487	0.002	0.025
0	-8.487	0.002	0.025
0	-8.487	0.002	0.026
0	-8.487	0.002	0.026
0	-8.487	0.002	0.027
0	-8.486	0.002	0.027
0	-8.486	0.002	0.027
0	-8.486	0.002	0.029
0	-8.485	0.003	0.029
0	-8.485	0.003	0.030
0	-8.485	0.003	0.031
0	-8.485	0.003	0.031
0	-8.485	0.003	0.032
0	-8.484	0.003	0.032
0	-8.484	0.003	0.033
0	-8.484	0.004	0.033
0	-8.484	0.004	0.033
0	-8.484	0.004	0.034
0	-8.484	0.004	0.034
0	-8.483	0.004	0.035
0	-8.483	0.004	0.035
0	-8.483	0.004	0.036
0	-8.483	0.005	0.036
0	-8.483	0.005	0.037
0	-8.483	0.005	0.037
