#	D	ID	E	ID0	E0
#
# D             Trajectory length [1 Mpc]
# ID/ID0/ID1    Particle type (PDG MC numbering scheme)
# E/E0/E1       Energy [1 EeV]
# no index = current, 0 = at source, 1 = at point of creation
#
# CRPropa version: 3.1-237-g85e0304
#
1.00000E+02	1000010010	1.53990E+00	1000010010	1.55791E+00
1.00000E+02	1000010010	8.06788E+00	1000010010	8.67262E+00
1.00000E+02	1000010010	1.05409E+01	1000010010	1.14129E+01
1.00000E+02	1000010010	7.67122E+00	1000010010	8.23348E+00
1.00000E+02	1000010010	3.15046E+00	1000010010	3.26536E+00
1.00000E+02	1000010010	1.19987E+01	1000010010	1.30271E+01
1.00000E+02	1000010010	8.75988E+00	1000010010	9.44004E+00
1.00000E+02	1000010010	1.09658E+00	1000010010	1.10226E+00
1.00000E+02	1000010010	1.43574E+01	1000010010	1.56329E+01
1.00000E+02	1000010010	2.62885E+01	1000010010	2.87071E+01
1.00000E+02	1000010010	1.74783E+00	1000010010	1.77413E+00
1.00000E+02	1000010010	1.71884E+00	1000010010	1.74389E+00
1.00000E+02	1000010010	1.84071E+00	1000010010	1.87121E+00
1.00000E+02	1000010010	5.31832E+00	1000010010	5.63267E+00
1.00000E+02	1000010010	6.95890E+01	1000010010	1.05093E+02
1.00000E+02	1000010010	8.38302E+01	1000010010	1.13707E+02
1.00000E+02	1000010010	2.95484E+01	1000010010	3.22498E+01
1.00000E+02	1000010010	3.20598E+01	1000010010	3.49717E+01
1.00000E+02	1000010010	1.19860E+01	1000010010	1.30130E+01
1.00000E+02	1000010010	5.21710E+01	1000010010	5.64839E+01
1.00000E+02	1000010010	1.97628E+01	1000010010	2.15789E+01
1.00000E+02	1000010010	7.58719E+01	1000010010	1.39046E+02
1.00000E+02	1000010010	1.30837E+00	1000010010	1.31899E+00
1.00000E+02	1000010010	5.04824E+00	1000010010	5.33581E+00
1.00000E+02	1000010010	5.08787E+00	1000010010	5.37929E+00
1.00000E+02	1000010010	4.42856E+01	1000010010	4.81142E+01
1.00000E+02	1000010010	4.75365E+01	1000010010	5.15568E+01
1.00000E+02	1000010010	1.69539E+00	1000010010	1.71945E+00
1.00000E+02	1000010010	3.66391E+01	1000010010	3.99198E+01
1.00000E+02	1000010010	2.09344E+01	1000010010	2.28624E+01
1.00000E+02	1000010010	1.50761E+00	1000010010	1.52446E+00
1.00000E+02	1000010010	1.65338E+00	1000010010	1.67572E+00
1.00000E+02	1000010010	2.11711E+00	1000010010	2.16169E+00
1.00000E+02	1000010010	6.43079E+01	1000010010	8.58841E+01
1.00000E+02	1000010010	1.24661E+01	1000010010	1.35440E+01
1.00000E+02	1000010010	1.54586E+01	1000010010	1.68481E+01
1.00000E+02	1000010010	2.37291E+01	1000010010	2.59178E+01
1.00000E+02	1000010010	5.52934E+01	1000010010	6.90770E+01
1.00000E+02	1000010010	1.96265E+00	1000010010	1.99905E+00
1.00000E+02	1000010010	8.66916E+01	1000010010	1.61499E+02
1.00000E+02	1000010010	1.66431E+00	1000010010	1.68710E+00
1.00000E+02	1000010010	4.84599E+01	1000010010	5.25435E+01
1.00000E+02	1000010010	6.58718E+01	1000010010	1.99446E+02
1.00000E+02	1000010010	1.72293E+01	1000010010	1.87977E+01
1.00000E+02	1000010010	5.30307E+01	1000010010	1.07042E+02
1.00000E+02	1000010010	3.54518E+01	1000010010	3.86388E+01
1.00000E+02	1000010010	1.36707E+01	1000010010	1.48759E+01
1.00000E+02	1000010010	4.42299E+01	1000010010	4.80558E+01
1.00000E+02	1000010010	1.35124E+00	1000010010	1.36308E+00
1.00000E+02	1000010010	3.46787E+00	1000010010	3.60857E+00
1.00000E+02	1000010010	9.07238E+01	1000010010	1.64110E+02
1.00000E+02	1000010010	4.90273E+00	1000010010	5.17578E+00
1.00000E+02	1000010010	2.72598E+00	1000010010	2.80905E+00
