0	-8.500	-0.000	-0.000
0	-8.500	-0.000	-0.000
0	-8.499	-0.002	-0.001
0	-8.497	-0.006	-0.003
0	-8.495	-0.011	-0.006
0	-8.491	-0.019	-0.010
0	-8.487	-0.026	-0.014
0	-8.482	-0.035	-0.019
0	-8.476	-0.043	-0.024
0	-8.471	-0.050	-0.028
0	-8.464	-0.058	-0.033
0	-8.458	-0.066	-0.038
0	-8.451	-0.074	-0.042
0	-8.445	-0.081	-0.046
0	-8.440	-0.087	-0.049
0	-8.434	-0.093	-0.053
0	-8.430	-0.097	-0.055
0	-8.429	-0.100	-0.057
0	-8.426	-0.103	-0.059
0	-8.423	-0.107	-0.061
0	-8.418	-0.112	-0.065
0	-8.413	-0.119	-0.070
0	-8.409	-0.125	-0.075
0	-8.403	-0.132	-0.082
0	-8.401	-0.135	-0.085
0	-8.400	-0.136	-0.087
0	-8.398	-0.138	-0.089
0	-8.396	-0.140	-0.092
0	-8.394	-0.144	-0.096
0	-8.389	-0.149	-0.102
0	-8.383	-0.154	-0.109
0	-8.377	-0.160	-0.116
0	-8.370	-0.165	-0.122
0	-8.363	-0.172	-0.129
0	-8.356	-0.178	-0.136
0	-8.348	-0.185	-0.142
0	-8.342	-0.191	-0.147
0	-8.338	-0.195	-0.151
0	-8.334	-0.198	-0.153
0	-8.333	-0.200	-0.155
0	-8.330	-0.203	-0.157
0	-8.326	-0.206	-0.159
0	-8.323	-0.210	-0.162
0	-8.318	-0.215	-0.166
0	-8.313	-0.221	-0.171
0	-8.307	-0.227	-0.176
0	-8.302	-0.232	-0.182
0	-8.296	-0.236	-0.186
0	-8.292	-0.239	-0.191
0	-8.288	-0.242	-0.195
0	-8.284	-0.245	-0.200
0	-8.281	-0.246	-0.203
0	-8.278	-0.248	-0.207
0	-8.274	-0.250	-0.212
0	-8.271	-0.252	-0.216
0	-8.268	-0.255	-0.222
0	-8.264	-0.258	-0.228
0	-8.260	-0.261	-0.235
0	-8.256	-0.264	-0.240
0	-8.252	-0.267	-0.245
0	-8.248	-0.270	-0.250
0	-8.244	-0.273	-0.255
0	-8.238	-0.276	-0.261
0	-8.232	-0.278	-0.266
0	-8.226	-0.281	-0.272
0	-8.221	-0.283	-0.279
0	-8.215	-0.285	-0.286
0	-8.210	-0.287	-0.294
0	-8.206	-0.288	-0.299
0	-8.202	-0.290	-0.305
0	-8.199	-0.292	-0.311
